                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                0.60184,                0.82993,                 1.0331,                0.95746,                0.92998,                0.96524,                0.83135,                0.52973,                0.37955,                0.98421,              0.0089055,              0.0089055,              0.0089055
                     13,                0.59587,                0.82222,                 1.0305,                0.95693,                0.92951,                0.96528,                0.83488,                0.53126,                0.38059,                0.98161,               0.008806,               0.008806,               0.008806
                     14,                0.59481,                0.82337,                 1.0296,                0.95738,                0.93328,                0.96722,                0.83854,                0.52913,                0.37172,                0.97809,              0.0087065,              0.0087065,              0.0087065
                     15,                0.59452,                0.82674,                 1.0313,                0.96142,                0.93155,                0.96867,                0.83782,                0.53642,                0.37148,                0.98506,               0.008607,               0.008607,               0.008607
                     16,                0.58427,                0.81197,                 1.0268,                0.95875,                0.93578,                0.96826,                0.84239,                0.52617,                0.36481,                0.97807,              0.0085075,              0.0085075,              0.0085075
                     17,                0.58648,                0.80697,                 1.0266,                0.96428,                0.93182,                0.96952,                0.84388,                0.52295,                0.35597,                0.97192,               0.008408,               0.008408,               0.008408
                     18,                0.58315,                0.80415,                 1.0248,                0.96213,                0.93705,                0.96908,                0.84418,                0.52069,                0.35767,                0.96909,              0.0083085,              0.0083085,              0.0083085
                     19,                0.59159,                0.81349,                 1.0302,                0.96145,                0.93715,                0.96992,                 0.8438,                0.52343,                0.35662,                0.96854,               0.008209,               0.008209,               0.008209
                     20,                  0.584,                0.80777,                 1.0252,                0.96283,                 0.9385,                0.97047,                 0.8476,                0.51517,                 0.3492,                0.96236,              0.0081095,              0.0081095,              0.0081095
                     21,                0.58318,                0.80944,                 1.0262,                0.96301,                 0.9377,                0.97003,                0.84897,                0.51016,                0.34459,                0.96052,                0.00801,                0.00801,                0.00801
                     22,                0.58287,                0.80425,                 1.0264,                 0.9653,                0.93358,                0.97055,                0.84978,                0.50719,                0.34259,                0.95847,              0.0079105,              0.0079105,              0.0079105
                     23,                0.58184,                0.79322,                 1.0251,                0.96075,                0.93877,                0.97059,                0.84989,                0.50305,                0.34037,                0.95464,               0.007811,               0.007811,               0.007811
                     24,                0.57916,                0.79477,                 1.0226,                0.96082,                0.93777,                0.97108,                0.85069,                0.50175,                0.33893,                0.95372,              0.0077115,              0.0077115,              0.0077115
                     25,                0.58101,                  0.793,                 1.0227,                0.96194,                0.93809,                 0.9714,                0.85186,                0.49965,                 0.3367,                0.95171,               0.007612,               0.007612,               0.007612
                     26,                0.57485,                0.78742,                 1.0197,                0.96379,                0.93799,                0.97144,                0.85275,                0.49836,                 0.3353,                0.95105,              0.0075125,              0.0075125,              0.0075125
                     27,                0.57408,                0.78767,                 1.0192,                0.96552,                0.93712,                 0.9717,                 0.8536,                0.49821,                0.33525,                0.95155,               0.007413,               0.007413,               0.007413
                     28,                0.56943,                0.77604,                 1.0184,                0.96542,                0.93613,                0.97192,                0.85466,                0.49863,                0.33484,                0.95167,              0.0073135,              0.0073135,              0.0073135
                     29,                0.57152,                0.77373,                 1.0182,                0.96535,                0.93779,                 0.9722,                0.85498,                0.49856,                0.33493,                0.95111,               0.007214,               0.007214,               0.007214
                     30,                 0.5702,                0.77475,                  1.019,                0.96362,                0.93957,                 0.9723,                0.85544,                0.49854,                0.33325,                0.95033,              0.0071145,              0.0071145,              0.0071145
                     31,                0.56628,                0.76261,                 1.0152,                0.96253,                0.94089,                0.97266,                0.85619,                0.49768,                0.33167,                 0.9498,               0.007015,               0.007015,               0.007015
                     32,                0.55737,                0.74057,                  1.012,                0.96357,                0.94094,                0.97272,                0.85651,                0.49718,                0.33104,                0.94926,              0.0069155,              0.0069155,              0.0069155
                     33,                0.55617,                0.74739,                 1.0107,                0.96358,                0.94105,                0.97288,                0.85646,                0.49691,                0.33018,                0.94924,               0.006816,               0.006816,               0.006816
                     34,                0.56128,                0.74676,                 1.0136,                0.96286,                0.94172,                  0.973,                0.85667,                0.49658,                0.32959,                0.94887,              0.0067165,              0.0067165,              0.0067165
                     35,                0.55621,                0.74305,                 1.0109,                0.96095,                0.94312,                  0.973,                0.85711,                0.49595,                0.32873,                0.94813,               0.006617,               0.006617,               0.006617
                     36,                0.55484,                0.74496,                 1.0099,                0.95973,                0.94537,                0.97314,                0.85719,                0.49455,                0.32803,                0.94686,              0.0065175,              0.0065175,              0.0065175
                     37,                0.55615,                0.74992,                 1.0122,                0.96021,                0.94489,                0.97314,                0.85727,                0.49374,                0.32803,                0.94609,               0.006418,               0.006418,               0.006418
                     38,                0.54314,                0.70991,                 1.0052,                 0.9612,                0.94397,                0.97323,                0.85746,                0.49319,                0.32704,                0.94568,              0.0063185,              0.0063185,              0.0063185
                     39,                0.54482,                0.72518,                 1.0052,                0.96146,                0.94368,                 0.9733,                0.85788,                0.49281,                 0.3266,                0.94529,               0.006219,               0.006219,               0.006219
                     40,                0.55115,                0.72634,                 1.0083,                0.96033,                  0.945,                0.97327,                 0.8579,                0.49238,                 0.3257,                0.94487,              0.0061195,              0.0061195,              0.0061195
                     41,                0.54847,                0.72734,                  1.007,                 0.9603,                0.94459,                0.97313,                0.85821,                0.49159,                0.32543,                0.94433,                0.00602,                0.00602,                0.00602
                     42,                0.54732,                0.73045,                 1.0063,                0.96057,                0.94477,                0.97309,                0.85795,                0.49119,                0.32504,                  0.944,              0.0059205,              0.0059205,              0.0059205
                     43,                0.54903,                0.73647,                 1.0084,                0.96124,                0.94493,                0.97321,                0.85819,                0.49071,                0.32489,                0.94348,               0.005821,               0.005821,               0.005821
                     44,                0.54144,                0.72756,                 1.0059,                0.96081,                 0.9454,                0.97325,                0.85834,                0.49004,                0.32424,                0.94286,              0.0057215,              0.0057215,              0.0057215
                     45,                0.54254,                0.72082,                 1.0043,                0.96145,                0.94511,                 0.9733,                0.85838,                0.48953,                0.32382,                0.94231,               0.005622,               0.005622,               0.005622
                     46,                0.53961,                0.71749,                 1.0037,                0.96237,                0.94497,                0.97326,                0.85883,                0.48976,                0.32323,                0.94206,              0.0055225,              0.0055225,              0.0055225
                     47,                0.54459,                0.72059,                 1.0066,                0.96288,                0.94437,                0.97329,                0.85854,                0.48977,                0.32317,                 0.9418,               0.005423,               0.005423,               0.005423
                     48,                 0.5373,                0.71528,                 1.0024,                0.96335,                0.94343,                 0.9734,                0.85889,                0.48918,                0.32297,                0.94131,              0.0053235,              0.0053235,              0.0053235
                     49,                0.53753,                0.71948,                 1.0037,                 0.9632,                0.94356,                0.97352,                0.85919,                0.48865,                0.32261,                0.94083,               0.005224,               0.005224,               0.005224
                     50,                0.53768,                 0.7146,                 1.0038,                0.96429,                0.94341,                0.97346,                0.85939,                0.48781,                0.32186,                0.94015,              0.0051245,              0.0051245,              0.0051245
                     51,                0.53695,                0.70706,                  1.003,                0.96381,                0.94383,                0.97355,                0.85961,                 0.4871,                0.32131,                0.93966,               0.005025,               0.005025,               0.005025
                     52,                0.53472,                0.71045,                 1.0008,                 0.9635,                 0.9439,                0.97354,                0.85985,                0.48664,                 0.3208,                0.93933,              0.0049255,              0.0049255,              0.0049255
                     53,                0.53666,                0.70563,                 1.0008,                0.96366,                0.94418,                0.97356,                0.86044,                0.48616,                0.32012,                0.93896,               0.004826,               0.004826,               0.004826
                     54,                0.53107,                0.70303,                0.99843,                0.96355,                0.94569,                0.97356,                0.86069,                0.48559,                0.31942,                0.93843,              0.0047265,              0.0047265,              0.0047265
                     55,                  0.531,                0.70561,                 0.9982,                0.96402,                0.94527,                0.97374,                0.86102,                0.48499,                 0.3188,                0.93786,               0.004627,               0.004627,               0.004627
                     56,                0.52659,                0.69631,                0.99755,                  0.964,                0.94506,                 0.9738,                0.86148,                0.48465,                0.31809,                0.93768,              0.0045275,              0.0045275,              0.0045275
                     57,                0.51561,                0.65575,                0.99258,                0.96404,                0.94515,                0.97381,                0.86155,                0.48437,                0.31783,                 0.9375,               0.004428,               0.004428,               0.004428
                     58,                0.51631,                0.66761,                0.99142,                0.96428,                0.94553,                0.97392,                0.86189,                0.48411,                0.31725,                0.93711,              0.0043285,              0.0043285,              0.0043285
                     59,                0.52179,                0.66764,                0.99398,                0.96403,                0.94538,                0.97393,                0.86178,                0.48397,                 0.3169,                0.93688,               0.004229,               0.004229,               0.004229
                     60,                0.51754,                0.66864,                0.99254,                0.96541,                0.94518,                0.97396,                0.86196,                0.48303,                0.31627,                0.93605,              0.0041295,              0.0041295,              0.0041295
                     61,                0.51875,                0.67315,                0.99262,                0.96522,                0.94526,                0.97404,                 0.8624,                0.48206,                0.31579,                0.93526,                0.00403,                0.00403,                0.00403
                     62,                0.51987,                0.67876,                0.99438,                 0.9651,                0.94544,                0.97413,                0.86275,                0.48119,                0.31525,                 0.9347,              0.0039305,              0.0039305,              0.0039305
                     63,                0.51151,                0.67125,                0.99145,                0.96451,                0.94606,                0.97413,                 0.8627,                0.48064,                0.31504,                0.93442,               0.003831,               0.003831,               0.003831
                     64,                0.51507,                0.66671,                0.99147,                0.96479,                0.94591,                0.97419,                0.86322,                0.47999,                 0.3149,                0.93399,              0.0037315,              0.0037315,              0.0037315
                     65,                0.51182,                0.66234,                0.99045,                0.96397,                0.94734,                0.97425,                0.86377,                0.47981,                0.31485,                0.93366,               0.003632,               0.003632,               0.003632
                     66,                0.51509,                0.66315,                0.99259,                0.96473,                0.94636,                0.97427,                0.86378,                0.47972,                0.31458,                0.93355,              0.0035325,              0.0035325,              0.0035325
                     67,                0.50838,                0.66052,                0.98871,                0.96556,                0.94552,                0.97427,                0.86395,                0.47944,                0.31452,                0.93325,               0.003433,               0.003433,               0.003433
                     68,                0.50874,                0.66311,                0.99031,                0.96546,                0.94552,                0.97432,                0.86449,                0.47911,                0.31394,                0.93287,              0.0033335,              0.0033335,              0.0033335
                     69,                0.50814,                0.65889,                0.99019,                0.96561,                0.94464,                0.97448,                0.86461,                 0.4786,                0.31337,                0.93251,               0.003234,               0.003234,               0.003234
                     70,                0.50783,                0.65244,                0.98954,                0.96629,                0.94397,                0.97451,                0.86485,                0.47807,                0.31255,                0.93202,              0.0031345,              0.0031345,              0.0031345
                     71,                0.50521,                0.65429,                0.98672,                0.96706,                 0.9431,                0.97452,                0.86523,                0.47769,                0.31205,                0.93156,               0.003035,               0.003035,               0.003035
                     72,                0.50803,                0.65229,                0.98731,                0.96736,                0.94279,                0.97458,                0.86612,                0.47724,                0.31189,                0.93114,              0.0029355,              0.0029355,              0.0029355
                     73,                0.50197,                0.64951,                0.98514,                0.96805,                0.94302,                0.97455,                0.86622,                0.47677,                0.31148,                0.93079,               0.002836,               0.002836,               0.002836
                     74,                0.50126,                0.65103,                0.98489,                0.96739,                0.94357,                0.97454,                0.86659,                0.47618,                0.31111,                0.93039,              0.0027365,              0.0027365,              0.0027365
                     75,                0.49694,                0.64295,                0.98392,                0.96693,                 0.9434,                0.97462,                0.86684,                0.47566,                0.31033,                0.93013,               0.002637,               0.002637,               0.002637
                     76,                0.49888,                0.63931,                0.98372,                0.96696,                0.94361,                0.97468,                 0.8673,                0.47508,                0.30989,                0.92962,              0.0025375,              0.0025375,              0.0025375
                     77,                0.49748,                0.64108,                0.98466,                 0.9655,                 0.9444,                0.97475,                0.86751,                0.47431,                0.30912,                0.92907,               0.002438,               0.002438,               0.002438
                     78,                    inf,                0.63177,                0.98118,                0.96837,                0.94224,                0.97465,                0.86779,                0.47322,                0.30805,                0.92826,              0.0023385,              0.0023385,              0.0023385
                     79,                 0.4916,                0.62979,                0.98137,                0.96765,                0.94314,                0.97477,                0.86789,                0.47259,                0.30727,                0.92779,               0.002239,               0.002239,               0.002239
                     80,                0.48113,                0.59171,                  0.977,                0.96751,                0.94284,                0.97487,                0.86824,                0.47236,                0.30721,                0.92773,              0.0021395,              0.0021395,              0.0021395
                     81,                0.47866,                0.59749,                0.97403,                0.96087,                0.94876,                0.97488,                0.86837,                0.47216,                0.30637,                0.92745,                0.00204,                0.00204,                0.00204
                     82,                0.48262,                0.59466,                0.97614,                0.96678,                0.94319,                0.97491,                0.86837,                0.47172,                0.30588,                0.92705,              0.0019405,              0.0019405,              0.0019405
                     83,                 0.4779,                0.59159,                0.97435,                 0.9608,                0.94918,                0.97481,                0.86838,                0.47119,                0.30563,                0.92665,               0.001841,               0.001841,               0.001841
                     84,                0.47858,                0.59586,                0.97429,                0.96673,                0.94369,                0.97497,                0.86885,                0.47076,                 0.3051,                0.92634,              0.0017415,              0.0017415,              0.0017415
                     85,                0.47802,                 0.6009,                0.97529,                 0.9603,                0.95047,                0.97487,                 0.8688,                0.47028,                0.30452,                0.92596,               0.001642,               0.001642,               0.001642
                     86,                0.47078,                0.59371,                0.97284,                0.96022,                0.95088,                0.97499,                0.86903,                0.46997,                0.30435,                0.92576,              0.0015425,              0.0015425,              0.0015425
                     87,                0.47261,                0.58671,                 0.9717,                  0.961,                0.95046,                0.97506,                0.86908,                0.46969,                0.30406,                0.92552,               0.001443,               0.001443,               0.001443
                     88,                    inf,                0.58342,                0.97116,                 0.9625,                0.94999,                0.97509,                0.86928,                0.46943,                0.30355,                 0.9252,              0.0013435,              0.0013435,              0.0013435
                     89,                0.47207,                0.58471,                0.97294,                0.96303,                0.95009,                0.97502,                 0.8695,                0.46915,                0.30308,                0.92483,               0.001244,               0.001244,               0.001244
                     90,                0.46631,                0.58154,                   0.97,                0.96329,                0.95029,                0.97503,                0.86949,                0.46906,                 0.3028,                0.92467,              0.0011445,              0.0011445,              0.0011445
                     91,                0.42238,                0.30205,                 0.9627,                0.96324,                0.95078,                0.97532,                 0.8702,                0.46764,                0.30158,                0.92356,               0.001045,               0.001045,               0.001045
                     92,                0.41192,                0.28768,                0.95681,                0.96511,                 0.9494,                0.97545,                0.87073,                0.46591,                0.29995,                  0.922,              0.0009455,              0.0009455,              0.0009455
                     93,                0.40645,                0.27883,                0.95453,                0.96755,                0.94763,                 0.9756,                0.87141,                0.46402,                0.29815,                0.92024,               0.000846,               0.000846,               0.000846
                     94,                0.39999,                0.27544,                0.95126,                0.96718,                0.94935,                0.97573,                0.87212,                0.46198,                 0.2959,                 0.9184,              0.0007465,              0.0007465,              0.0007465
                     95,                0.39666,                0.26908,                0.94915,                0.96633,                0.95008,                0.97586,                 0.8726,                0.45986,                0.29393,                 0.9168,               0.000647,               0.000647,               0.000647
                     96,                0.39192,                0.26504,                0.94586,                 0.9683,                0.94864,                0.97597,                0.87317,                0.45803,                0.29254,                0.91532,              0.0005475,              0.0005475,              0.0005475
                     97,                 0.3883,                 0.2622,                0.94527,                0.96955,                0.94822,                0.97613,                0.87367,                 0.4563,                0.29102,                0.91392,               0.000448,               0.000448,               0.000448
                     98,                0.38414,                0.25798,                0.94146,                0.96638,                0.95125,                0.97629,                0.87391,                0.45448,                0.28951,                0.91249,              0.0003485,              0.0003485,              0.0003485
                     99,                0.38098,                0.25548,                0.94142,                0.96846,                0.94946,                0.97649,                0.87454,                0.45283,                0.28804,                0.91127,               0.000249,               0.000249,               0.000249
                    100,                0.37883,                 0.2514,                0.93979,                0.96855,                0.95003,                0.97667,                0.87528,                0.45117,                  0.287,                0.91007,              0.0001495,              0.0001495,              0.0001495
