                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.69841,                 1.0358,                 1.0844,                0.92836,                0.88885,                0.94194,                0.77909,                0.62312,                0.52796,                 1.0569,              0.0096683,              0.0096683,              0.0096683
                     12,                0.69075,                 1.0136,                 1.0798,                0.93516,                0.88906,                0.94689,                0.78557,                0.62148,                0.50946,                 1.0575,              0.0096352,              0.0096352,              0.0096352
                     13,                0.68589,                0.99443,                 1.0779,                0.92859,                0.89345,                0.94378,                 0.7846,                0.61528,                0.50811,                 1.0485,               0.009602,               0.009602,               0.009602
                     14,                0.68163,                0.98945,                 1.0744,                0.93199,                0.90441,                0.95045,                 0.7923,                0.60996,                0.48449,                 1.0438,              0.0095688,              0.0095688,              0.0095688
                     15,                 0.6775,                 0.9665,                 1.0724,                0.94002,                0.90414,                0.95239,                0.79568,                0.60382,                 0.4738,                 1.0342,              0.0095357,              0.0095357,              0.0095357
                     16,                 0.6718,                0.94943,                 1.0676,                  0.947,                0.90063,                0.95388,                0.79744,                 0.6043,                0.46779,                 1.0351,              0.0095025,              0.0095025,              0.0095025
                     17,                0.67079,                0.94506,                 1.0692,                0.93629,                0.91154,                0.95339,                0.79935,                0.60104,                0.46164,                 1.0363,              0.0094693,              0.0094693,              0.0094693
                     18,                0.66417,                0.93838,                 1.0658,                0.93735,                0.91283,                0.95551,                0.80115,                0.60211,                0.45355,                 1.0327,              0.0094362,              0.0094362,              0.0094362
                     19,                0.66543,                0.92339,                  1.065,                0.94256,                0.91526,                0.95679,                0.80239,                0.60215,                0.45009,                   1.03,               0.009403,               0.009403,               0.009403
                     20,                0.66152,                0.91303,                 1.0641,                0.94046,                0.91704,                0.95599,                0.80247,                0.59837,                 0.4467,                 1.0276,              0.0093698,              0.0093698,              0.0093698
                     21,                0.66328,                0.91526,                 1.0632,                0.94082,                0.91633,                0.95574,                0.80268,                0.59559,                0.44643,                 1.0234,              0.0093367,              0.0093367,              0.0093367
                     22,                0.65822,                0.90543,                 1.0592,                0.94173,                0.91819,                0.95533,                0.80425,                0.59006,                0.44088,                 1.0187,              0.0093035,              0.0093035,              0.0093035
                     23,                 0.6558,                0.90377,                 1.0609,                0.94627,                0.91388,                0.95526,                0.80489,                0.58941,                0.43516,                 1.0174,              0.0092703,              0.0092703,              0.0092703
                     24,                0.65596,                0.89689,                 1.0614,                0.94658,                0.91454,                0.95502,                0.80537,                0.58773,                0.43325,                 1.0156,              0.0092372,              0.0092372,              0.0092372
                     25,                0.65332,                0.88942,                 1.0579,                0.94581,                0.91694,                0.95575,                0.80657,                0.58632,                0.43018,                 1.0148,               0.009204,               0.009204,               0.009204
                     26,                0.64885,                0.88395,                 1.0577,                0.94542,                0.91753,                0.95567,                0.80705,                0.58651,                0.42818,                 1.0152,              0.0091708,              0.0091708,              0.0091708
                     27,                0.64873,                0.88479,                 1.0582,                 0.9441,                 0.9203,                0.95569,                0.80735,                0.58567,                0.42539,                 1.0144,              0.0091377,              0.0091377,              0.0091377
                     28,                0.64778,                 0.8768,                 1.0562,                0.94313,                0.91977,                0.95616,                0.80832,                0.58374,                0.42252,                 1.0127,              0.0091045,              0.0091045,              0.0091045
                     29,                0.64516,                0.86919,                 1.0544,                0.94279,                0.92057,                0.95638,                0.80863,                0.58274,                0.42066,                 1.0113,              0.0090713,              0.0090713,              0.0090713
                     30,                0.64223,                0.86532,                 1.0546,                0.94219,                0.92202,                0.95639,                0.80885,                0.58171,                 0.4204,                 1.0108,              0.0090382,              0.0090382,              0.0090382
                     31,                0.64242,                0.85975,                 1.0534,                0.94274,                0.92198,                0.95653,                 0.8094,                0.58026,                0.41807,                 1.0096,               0.009005,               0.009005,               0.009005
                     32,                0.64448,                 0.8651,                 1.0565,                0.94354,                0.92201,                0.95661,                0.80941,                0.58033,                0.41731,                 1.0095,              0.0089718,              0.0089718,              0.0089718
                     33,                0.64303,                0.87021,                 1.0547,                0.94412,                0.92207,                0.95672,                0.80917,                0.58028,                0.41695,                 1.0091,              0.0089387,              0.0089387,              0.0089387
                     34,                0.64792,                0.87002,                 1.0547,                0.94352,                0.92253,                0.95665,                0.80923,                0.58047,                0.41725,                 1.0088,              0.0089055,              0.0089055,              0.0089055
                     35,                0.64325,                0.86633,                 1.0543,                  0.945,                0.92084,                0.95664,                0.80952,                0.58023,                0.41703,                 1.0087,              0.0088723,              0.0088723,              0.0088723
                     36,                0.64229,                0.86495,                 1.0539,                0.94576,                0.92023,                0.95658,                0.80995,                0.57974,                0.41716,                 1.0084,              0.0088392,              0.0088392,              0.0088392
                     37,                0.64235,                  0.861,                 1.0548,                0.94677,                0.92088,                0.95661,                0.80992,                0.57898,                0.41522,                  1.008,               0.008806,               0.008806,               0.008806
                     38,                0.63519,                0.84116,                 1.0511,                  0.947,                0.92056,                0.95647,                0.80979,                0.57922,                0.41538,                 1.0082,              0.0087728,              0.0087728,              0.0087728
                     39,                0.63612,                0.85438,                 1.0511,                0.94678,                0.92056,                 0.9568,                0.80986,                0.57912,                0.41509,                 1.0079,              0.0087397,              0.0087397,              0.0087397
                     40,                0.64411,                0.86014,                  1.052,                0.94628,                 0.9208,                0.95674,                 0.8103,                0.57933,                 0.4152,                 1.0077,              0.0087065,              0.0087065,              0.0087065
                     41,                0.63892,                 0.8558,                 1.0521,                 0.9458,                0.92109,                0.95677,                   0.81,                0.57884,                0.41398,                 1.0069,              0.0086733,              0.0086733,              0.0086733
                     42,                0.63968,                0.85926,                 1.0523,                0.94617,                0.92091,                0.95698,                0.81036,                0.57852,                0.41316,                 1.0062,              0.0086402,              0.0086402,              0.0086402
                     43,                0.63827,                0.85635,                 1.0527,                0.94526,                0.92242,                0.95703,                0.81019,                 0.5778,                0.41173,                 1.0056,               0.008607,               0.008607,               0.008607
                     44,                0.63456,                0.85246,                 1.0506,                0.94348,                0.92388,                0.95719,                0.81049,                0.57739,                0.41111,                 1.0053,              0.0085738,              0.0085738,              0.0085738
                     45,                0.63314,                0.85009,                 1.0487,                0.94218,                0.92583,                0.95744,                0.81113,                0.57661,                0.40934,                 1.0046,              0.0085407,              0.0085407,              0.0085407
                     46,                0.63096,                0.85027,                 1.0505,                0.94331,                0.92457,                0.95773,                0.81169,                0.57574,                0.40767,                 1.0036,              0.0085075,              0.0085075,              0.0085075
                     47,                0.62919,                0.84095,                 1.0477,                0.94353,                0.92523,                0.95795,                0.81244,                0.57526,                 0.4062,                 1.0031,              0.0084743,              0.0084743,              0.0084743
                     48,                0.63202,                0.84515,                 1.0495,                0.94354,                0.92571,                0.95806,                0.81272,                0.57516,                0.40536,                 1.0029,              0.0084412,              0.0084412,              0.0084412
                     49,                0.62831,                0.83987,                 1.0467,                0.94282,                0.92616,                0.95833,                0.81305,                0.57481,                 0.4043,                 1.0026,               0.008408,               0.008408,               0.008408
                     50,                0.62612,                0.83306,                 1.0471,                0.94212,                0.92721,                0.95842,                0.81326,                0.57403,                0.40303,                 1.0017,              0.0083748,              0.0083748,              0.0083748
                     51,                0.62475,                0.83859,                 1.0452,                0.94295,                0.92661,                 0.9588,                0.81381,                0.57324,                 0.4008,                 1.0008,              0.0083417,              0.0083417,              0.0083417
                     52,                0.62233,                0.82743,                 1.0446,                0.94401,                0.92591,                0.95891,                0.81438,                0.57276,                0.39958,                 1.0002,              0.0083085,              0.0083085,              0.0083085
                     53,                0.62107,                0.82115,                 1.0418,                0.94504,                0.92476,                0.95917,                0.81474,                0.57316,                0.39943,                 1.0003,              0.0082753,              0.0082753,              0.0082753
                     54,                 0.6212,                0.82212,                 1.0436,                0.94187,                0.92711,                 0.9593,                0.81517,                0.57287,                0.39849,                0.99979,              0.0082422,              0.0082422,              0.0082422
                     55,                0.61691,                0.82354,                 1.0419,                 0.9421,                0.92732,                0.95961,                0.81545,                0.57277,                0.39739,                0.99948,               0.008209,               0.008209,               0.008209
                     56,                0.61809,                 0.8134,                 1.0408,                0.94248,                0.92815,                0.96022,                0.81646,                0.57261,                 0.3959,                0.99907,              0.0081758,              0.0081758,              0.0081758
                     57,                0.61567,                 0.8091,                 1.0404,                0.94222,                0.92954,                0.96023,                0.81677,                0.57237,                0.39463,                0.99863,              0.0081427,              0.0081427,              0.0081427
                     58,                0.61717,                0.81878,                 1.0401,                0.94411,                0.92774,                0.96044,                0.81687,                0.57227,                0.39342,                0.99844,              0.0081095,              0.0081095,              0.0081095
                     59,                0.61449,                 0.8114,                 1.0374,                0.94524,                0.92644,                0.96065,                0.81763,                0.57169,                0.39187,                0.99785,              0.0080763,              0.0080763,              0.0080763
                     60,                0.61302,                0.81384,                 1.0395,                0.94569,                0.92671,                0.96096,                0.81772,                0.57084,                0.39097,                0.99683,              0.0080432,              0.0080432,              0.0080432
                     61,                0.61247,                0.80911,                 1.0393,                0.94494,                0.92744,                0.96038,                0.81782,                0.56981,                0.39044,                0.99588,                0.00801,                0.00801,                0.00801
                     62,                0.60996,                0.80621,                 1.0366,                0.94467,                0.92805,                0.96026,                0.81825,                0.56885,                0.38993,                0.99504,              0.0079768,              0.0079768,              0.0079768
                     63,                0.60739,                0.80351,                 1.0366,                0.94545,                0.92698,                0.96002,                0.81831,                 0.5685,                0.38981,                0.99468,              0.0079437,              0.0079437,              0.0079437
                     64,                0.60805,                0.80503,                 1.0373,                0.94413,                0.92878,                0.95969,                0.81864,                 0.5677,                0.38969,                0.99397,              0.0079105,              0.0079105,              0.0079105
                     65,                0.60802,                0.80334,                 1.0367,                0.94355,                0.93013,                 0.9596,                0.81833,                0.56714,                0.38901,                 0.9933,              0.0078773,              0.0078773,              0.0078773
                     66,                0.60572,                0.79944,                 1.0352,                0.94289,                0.92995,                0.95961,                0.81857,                0.56639,                0.38833,                0.99267,              0.0078442,              0.0078442,              0.0078442
                     67,                0.60393,                0.79652,                 1.0356,                0.94425,                0.92817,                0.95974,                0.81898,                0.56603,                0.38802,                0.99218,               0.007811,               0.007811,               0.007811
                     68,                0.60519,                 0.7938,                 1.0355,                0.94681,                0.92626,                0.95946,                0.81937,                0.56551,                0.38798,                0.99196,              0.0077778,              0.0077778,              0.0077778
                     69,                0.60317,                 0.7945,                 1.0351,                0.94677,                0.92617,                0.95956,                0.81985,                0.56465,                0.38783,                 0.9914,              0.0077447,              0.0077447,              0.0077447
                     70,                0.60361,                0.79535,                 1.0352,                0.94733,                 0.9251,                0.95955,                0.82017,                0.56385,                0.38737,                0.99093,              0.0077115,              0.0077115,              0.0077115
                     71,                0.60103,                0.79243,                 1.0333,                0.94725,                0.92546,                0.95964,                0.82084,                 0.5629,                0.38672,                0.99036,              0.0076783,              0.0076783,              0.0076783
                     72,                0.59589,                0.78755,                  1.031,                0.94706,                0.92617,                0.95993,                0.82152,                 0.5623,                0.38597,                0.98993,              0.0076452,              0.0076452,              0.0076452
                     73,                0.60029,                0.78559,                 1.0332,                  0.945,                0.92815,                0.96009,                0.82182,                0.56193,                0.38468,                0.98984,               0.007612,               0.007612,               0.007612
                     74,                0.59706,                0.78649,                 1.0325,                0.94805,                0.92624,                0.96044,                0.82236,                0.56137,                0.38376,                0.98944,              0.0075788,              0.0075788,              0.0075788
                     75,                0.59795,                0.79116,                 1.0332,                 0.9482,                0.92667,                0.96083,                 0.8232,                0.56052,                0.38256,                0.98876,              0.0075457,              0.0075457,              0.0075457
                     76,                0.59542,                   0.78,                 1.0301,                0.94768,                0.92717,                 0.9609,                0.82338,                0.55993,                0.38232,                 0.9883,              0.0075125,              0.0075125,              0.0075125
                     77,                0.59453,                0.78262,                 1.0309,                0.94776,                0.92708,                0.96076,                0.82347,                0.55969,                 0.3821,                0.98825,              0.0074793,              0.0074793,              0.0074793
                     78,                0.59699,                0.77141,                 1.0324,                0.94776,                0.92719,                0.96099,                0.82376,                0.55943,                0.38138,                0.98798,              0.0074462,              0.0074462,              0.0074462
                     79,                 0.5972,                0.78211,                 1.0311,                0.94789,                 0.9274,                0.96126,                0.82432,                 0.5591,                 0.3804,                0.98763,               0.007413,               0.007413,               0.007413
                     80,                0.60362,                0.78641,                 1.0321,                0.95088,                0.92472,                0.96139,                0.82451,                0.55948,                0.37985,                0.98779,              0.0073798,              0.0073798,              0.0073798
                     81,                0.59976,                0.78566,                 1.0327,                0.95015,                0.92752,                 0.9616,                0.82482,                0.55882,                0.37919,                0.98722,              0.0073467,              0.0073467,              0.0073467
                     82,                0.59979,                 0.7883,                 1.0329,                0.94881,                0.92846,                0.96165,                0.82527,                0.55836,                0.37868,                0.98687,              0.0073135,              0.0073135,              0.0073135
                     83,                0.60069,                0.78556,                 1.0338,                0.94962,                0.92796,                0.96156,                0.82558,                0.55758,                0.37784,                0.98633,              0.0072803,              0.0072803,              0.0072803
                     84,                0.59645,                0.78644,                 1.0323,                0.94942,                 0.9282,                0.96181,                0.82627,                0.55729,                0.37671,                0.98623,              0.0072472,              0.0072472,              0.0072472
                     85,                0.59576,                 0.7825,                  1.031,                0.94913,                0.92899,                0.96199,                 0.8265,                0.55663,                0.37613,                 0.9857,               0.007214,               0.007214,               0.007214
                     86,                0.59439,                0.78655,                 1.0323,                0.95047,                0.92849,                0.96202,                 0.8269,                0.55614,                0.37544,                0.98528,              0.0071808,              0.0071808,              0.0071808
                     87,                0.59296,                  0.778,                  1.029,                0.94766,                0.93098,                0.96205,                0.82713,                0.55591,                 0.3741,                0.98495,              0.0071477,              0.0071477,              0.0071477
                     88,                0.59599,                0.78211,                 1.0315,                0.94953,                0.93001,                0.96216,                0.82718,                0.55622,                0.37324,                0.98517,              0.0071145,              0.0071145,              0.0071145
                     89,                0.59341,                0.77951,                 1.0299,                0.94903,                0.93053,                0.96234,                0.82783,                0.55556,                0.37265,                0.98479,              0.0070813,              0.0070813,              0.0070813
                     90,                0.59173,                0.77541,                 1.0296,                0.94863,                0.93042,                0.96237,                0.82801,                0.55525,                0.37261,                0.98472,              0.0070482,              0.0070482,              0.0070482
                     91,                0.59035,                0.78038,                 1.0272,                0.95034,                0.92972,                0.96247,                0.82859,                0.55449,                 0.3717,                0.98418,               0.007015,               0.007015,               0.007015
                     92,                0.58997,                0.77184,                 1.0275,                0.95082,                0.92999,                0.96279,                0.82866,                0.55391,                0.37016,                0.98391,              0.0069818,              0.0069818,              0.0069818
                     93,                0.58722,                0.76788,                 1.0251,                0.95115,                0.93014,                0.96308,                0.82919,                0.55383,                0.36946,                0.98382,              0.0069487,              0.0069487,              0.0069487
                     94,                0.58782,                0.76897,                 1.0267,                0.95029,                0.93083,                0.96305,                0.82953,                0.55308,                0.36869,                0.98318,              0.0069155,              0.0069155,              0.0069155
                     95,                0.58438,                0.76941,                 1.0252,                0.94983,                 0.9317,                0.96328,                0.83018,                 0.5523,                0.36759,                0.98256,              0.0068823,              0.0068823,              0.0068823
                     96,                0.58639,                0.76321,                 1.0251,                0.95038,                0.93157,                0.96355,                0.83031,                0.55209,                0.36709,                0.98237,              0.0068492,              0.0068492,              0.0068492
                     97,                0.58384,                0.75776,                 1.0247,                0.95075,                0.93224,                0.96357,                  0.831,                0.55115,                0.36555,                0.98181,               0.006816,               0.006816,               0.006816
                     98,                0.58599,                0.76573,                 1.0243,                0.95099,                0.93281,                0.96365,                 0.8314,                0.55028,                0.36461,                 0.9812,              0.0067828,              0.0067828,              0.0067828
                     99,                0.58299,                0.75947,                  1.022,                0.95076,                0.93328,                0.96367,                0.83185,                0.54919,                0.36384,                0.98051,              0.0067497,              0.0067497,              0.0067497
                    100,                0.58232,                 0.7639,                 1.0242,                0.95166,                0.93262,                 0.9638,                0.83198,                0.54864,                0.36311,                0.98039,              0.0067165,              0.0067165,              0.0067165
                    101,                0.58326,                0.76097,                 1.0243,                0.95174,                0.93292,                0.96383,                0.83235,                0.54837,                0.36221,                0.98025,              0.0066833,              0.0066833,              0.0066833
                    102,                0.57997,                0.75878,                  1.021,                 0.9543,                0.93072,                0.96405,                0.83293,                 0.5472,                0.36126,                0.97939,              0.0066502,              0.0066502,              0.0066502
                    103,                 0.5798,                0.75593,                 1.0218,                0.95262,                 0.9319,                0.96413,                0.83335,                0.54633,                0.36117,                0.97879,               0.006617,               0.006617,               0.006617
                    104,                0.57716,                0.75857,                 1.0221,                0.95141,                0.93364,                0.96431,                0.83365,                0.54608,                0.36011,                0.97869,              0.0065838,              0.0065838,              0.0065838
                    105,                0.57909,                0.75406,                 1.0221,                0.95315,                0.93225,                0.96427,                0.83399,                0.54542,                0.35923,                0.97831,              0.0065507,              0.0065507,              0.0065507
                    106,                0.57689,                0.75349,                 1.0207,                0.95336,                0.93224,                0.96406,                0.83396,                0.54481,                0.35937,                0.97786,              0.0065175,              0.0065175,              0.0065175
                    107,                 0.5745,                0.75019,                 1.0205,                 0.9516,                0.93414,                0.96439,                0.83465,                0.54396,                0.35871,                0.97726,              0.0064843,              0.0064843,              0.0064843
                    108,                0.57608,                0.74876,                 1.0204,                0.95195,                0.93342,                 0.9647,                0.83511,                0.54353,                0.35792,                0.97686,              0.0064512,              0.0064512,              0.0064512
                    109,                0.57497,                0.74988,                 1.0207,                0.95257,                0.93273,                0.96467,                0.83517,                0.54291,                 0.3579,                0.97647,               0.006418,               0.006418,               0.006418
                    110,                0.57496,                0.74934,                 1.0203,                0.95292,                0.93283,                0.96465,                 0.8353,                0.54214,                0.35808,                0.97587,              0.0063848,              0.0063848,              0.0063848
                    111,                0.57224,                0.74688,                  1.019,                0.95218,                0.93338,                0.96469,                0.83527,                 0.5419,                0.35816,                0.97551,              0.0063517,              0.0063517,              0.0063517
                    112,                0.56724,                 0.7443,                 1.0165,                0.95214,                0.93303,                0.96425,                0.83528,                0.54161,                0.35815,                0.97534,              0.0063185,              0.0063185,              0.0063185
                    113,                0.57184,                0.74187,                 1.0191,                0.95203,                0.93321,                0.96439,                0.83559,                0.54149,                0.35762,                0.97534,              0.0062853,              0.0062853,              0.0062853
                    114,                  0.569,                0.74634,                 1.0187,                0.95206,                  0.933,                0.96451,                0.83584,                0.54122,                0.35701,                0.97515,              0.0062522,              0.0062522,              0.0062522
                    115,                0.56996,                  0.749,                 1.0196,                0.95204,                0.93318,                 0.9645,                0.83611,                0.54091,                0.35659,                0.97505,               0.006219,               0.006219,               0.006219
                    116,                0.56812,                0.73805,                 1.0167,                0.95153,                0.93343,                0.96461,                 0.8366,                0.54073,                0.35653,                0.97479,              0.0061858,              0.0061858,              0.0061858
                    117,                0.56679,                 0.7407,                 1.0164,                 0.9511,                0.93309,                0.96444,                0.83648,                0.54069,                0.35641,                0.97484,              0.0061527,              0.0061527,              0.0061527
                    118,                 0.5674,                0.74439,                  1.019,                0.94968,                0.93408,                0.96435,                0.83667,                0.54017,                0.35677,                0.97449,              0.0061195,              0.0061195,              0.0061195
                    119,                0.56856,                0.73772,                 1.0166,                0.94916,                0.93471,                0.96419,                0.83677,                0.54006,                0.35695,                0.97454,              0.0060863,              0.0060863,              0.0060863
                    120,                0.56594,                0.74005,                 1.0158,                0.95009,                0.93403,                0.96411,                0.83727,                0.53976,                0.35678,                0.97433,              0.0060532,              0.0060532,              0.0060532
                    121,                0.56335,                0.73701,                  1.015,                0.94969,                0.93452,                0.96395,                0.83696,                0.53949,                0.35747,                0.97409,                0.00602,                0.00602,                0.00602
                    122,                0.56679,                0.73344,                 1.0168,                0.94908,                0.93496,                 0.9638,                0.83705,                0.53942,                0.35788,                0.97409,              0.0059868,              0.0059868,              0.0059868
                    123,                0.56302,                0.73594,                 1.0158,                  0.949,                0.93524,                0.96354,                0.83683,                0.53921,                0.35819,                0.97399,              0.0059537,              0.0059537,              0.0059537
                    124,                0.56113,                0.73088,                 1.0125,                0.94957,                 0.9351,                0.96347,                0.83682,                0.53852,                0.35762,                0.97335,              0.0059205,              0.0059205,              0.0059205
                    125,                0.56113,                0.73372,                 1.0142,                0.95085,                0.93287,                0.96316,                0.83683,                0.53826,                0.35811,                0.97317,              0.0058873,              0.0058873,              0.0058873
                    126,                0.56187,                0.72883,                 1.0129,                0.95061,                0.93352,                0.96335,                0.83722,                 0.5375,                0.35767,                0.97286,              0.0058542,              0.0058542,              0.0058542
                    127,                0.56035,                0.72839,                 1.0118,                 0.9481,                0.93694,                0.96331,                0.83729,                0.53727,                0.35799,                0.97284,               0.005821,               0.005821,               0.005821
                    128,                0.55528,                0.72554,                 1.0109,                0.94855,                0.93579,                0.96327,                 0.8373,                0.53681,                0.35736,                0.97259,              0.0057878,              0.0057878,              0.0057878
                    129,                0.55659,                0.73073,                 1.0132,                0.94916,                0.93506,                0.96357,                0.83761,                0.53618,                0.35679,                0.97219,              0.0057547,              0.0057547,              0.0057547
                    130,                0.55701,                0.71887,                 1.0112,                0.94918,                0.93537,                0.96377,                0.83794,                  0.536,                0.35615,                0.97219,              0.0057215,              0.0057215,              0.0057215
                    131,                0.55302,                   0.72,                 1.0103,                 0.9488,                0.93621,                0.96395,                0.83839,                0.53543,                0.35597,                0.97191,              0.0056883,              0.0056883,              0.0056883
                    132,                0.55684,                0.72592,                 1.0121,                0.94964,                0.93551,                0.96407,                0.83884,                0.53507,                0.35546,                0.97174,              0.0056552,              0.0056552,              0.0056552
                    133,                0.55502,                0.72208,                 1.0102,                0.94843,                0.93652,                0.96425,                0.83912,                0.53421,                0.35472,                0.97114,               0.005622,               0.005622,               0.005622
                    134,                0.55757,                0.72392,                 1.0113,                0.94743,                0.93758,                 0.9643,                0.83968,                0.53322,                0.35452,                0.97049,              0.0055888,              0.0055888,              0.0055888
                    135,                0.55472,                0.71757,                 1.0104,                0.94915,                 0.9353,                0.96461,                0.84008,                0.53263,                0.35419,                0.97005,              0.0055557,              0.0055557,              0.0055557
                    136,                0.54849,                0.69725,                 1.0082,                0.94683,                0.93832,                0.96471,                0.84023,                0.53208,                0.35396,                0.96962,              0.0055225,              0.0055225,              0.0055225
                    137,                0.55024,                 0.7103,                 1.0081,                  0.948,                 0.9377,                0.96465,                0.84038,                0.53198,                0.35376,                 0.9694,              0.0054893,              0.0054893,              0.0054893
                    138,                    inf,                0.71242,                 1.0094,                0.94727,                0.93867,                0.96477,                0.84041,                0.53222,                0.35376,                0.96951,              0.0054562,              0.0054562,              0.0054562
                    139,                0.55375,                0.71073,                 1.0095,                0.94825,                0.93843,                0.96469,                0.84052,                0.53191,                  0.353,                0.96921,               0.005423,               0.005423,               0.005423
                    140,                0.55253,                 0.7154,                 1.0098,                0.94936,                0.93758,                0.96446,                0.84049,                0.53181,                0.35304,                0.96897,              0.0053898,              0.0053898,              0.0053898
                    141,                 0.5568,                0.71633,                 1.0124,                  0.949,                0.93795,                0.96458,                0.84055,                0.53178,                 0.3532,                0.96888,              0.0053567,              0.0053567,              0.0053567
                    142,                0.55049,                0.71283,                 1.0093,                0.94987,                0.93779,                0.96464,                0.84059,                0.53215,                0.35275,                0.96912,              0.0053235,              0.0053235,              0.0053235
                    143,                0.55064,                0.71094,                 1.0081,                0.95029,                0.93722,                0.96455,                0.84065,                0.53219,                0.35226,                0.96905,              0.0052903,              0.0052903,              0.0052903
                    144,                0.55045,                0.71492,                 1.0101,                0.95322,                0.93498,                0.96448,                0.84085,                0.53228,                0.35231,                0.96898,              0.0052572,              0.0052572,              0.0052572
                    145,                0.54814,                0.70822,                 1.0069,                0.95319,                0.93521,                 0.9646,                0.84099,                0.53265,                0.35206,                0.96914,               0.005224,               0.005224,               0.005224
                    146,                0.55206,                 0.7126,                 1.0097,                0.95371,                0.93456,                0.96495,                0.84128,                0.53241,                0.35139,                0.96897,              0.0051908,              0.0051908,              0.0051908
                    147,                0.54934,                0.71127,                 1.0082,                0.95253,                0.93611,                0.96494,                0.84127,                0.53229,                0.35108,                 0.9688,              0.0051577,              0.0051577,              0.0051577
                    148,                  0.547,                 0.7072,                 1.0077,                0.95182,                0.93682,                0.96513,                0.84137,                0.53187,                0.34994,                0.96847,              0.0051245,              0.0051245,              0.0051245
                    149,                0.54819,                0.71356,                 1.0071,                0.95141,                0.93834,                0.96546,                0.84143,                0.53117,                0.34897,                0.96783,              0.0050913,              0.0050913,              0.0050913
                    150,                0.54697,                0.70242,                  1.007,                0.95102,                0.93813,                0.96542,                0.84189,                0.53044,                 0.3487,                0.96733,              0.0050582,              0.0050582,              0.0050582
                    151,                0.54518,                0.70207,                 1.0044,                0.95029,                0.93837,                0.96573,                0.84233,                0.52947,                 0.3478,                0.96649,               0.005025,               0.005025,               0.005025
                    152,                 0.5453,                0.70093,                 1.0056,                 0.9504,                0.93862,                0.96578,                0.84239,                0.52914,                0.34821,                0.96613,              0.0049918,              0.0049918,              0.0049918
                    153,                0.54246,                0.70252,                 1.0049,                0.94963,                0.93957,                0.96587,                0.84277,                0.52847,                 0.3478,                0.96569,              0.0049587,              0.0049587,              0.0049587
                    154,                0.54293,                 0.6977,                 1.0039,                0.95044,                0.93866,                0.96595,                0.84295,                0.52785,                0.34805,                0.96533,              0.0049255,              0.0049255,              0.0049255
                    155,                 0.5419,                0.69594,                 1.0034,                0.95205,                0.93742,                0.96608,                 0.8433,                0.52719,                0.34741,                0.96481,              0.0048923,              0.0048923,              0.0048923
                    156,                0.54431,                0.70032,                 1.0033,                0.95192,                0.93758,                 0.9662,                0.84379,                0.52668,                0.34752,                0.96427,              0.0048592,              0.0048592,              0.0048592
                    157,                 0.5409,                0.69743,                 1.0018,                0.95262,                0.93661,                0.96622,                0.84396,                0.52633,                0.34717,                0.96396,               0.004826,               0.004826,               0.004826
                    158,                0.53916,                0.69786,                 1.0029,                 0.9531,                0.93548,                0.96629,                0.84422,                0.52597,                0.34662,                0.96369,              0.0047928,              0.0047928,              0.0047928
